transaction_date,account_id,amount,currency,description,category
2024-07-06,ACCT-IN-028,-17399103.76,INR,INTERCOMPANY - 2024-07,INTERCOMPANY
2024-07-06,ACCT-IN-024,-17866783.51,INR,AP_PAYMENT - 2024-07,AP_PAYMENT
2024-07-06,ACCT-CN-041,481529.96,CNY,AR_RECEIPT - 2024-07,AR_RECEIPT
2024-07-06,ACCT-SG-036,457725.74,SGD,AR_RECEIPT - 2024-07,AR_RECEIPT
2024-07-06,ACCT-IN-024,10539639.12,INR,AR_RECEIPT - 2024-07,AR_RECEIPT
2024-07-06,ACCT-US-012,-557377.24,USD,SALARY - 2024-07,SALARY
2024-07-06,ACCT-IN-025,-13055541.97,INR,AP_PAYMENT - 2024-07,AP_PAYMENT
2024-07-06,ACCT-SG-035,-50615.35,SGD,INTERCOMPANY - 2024-07,INTERCOMPANY
2024-07-06,ACCT-IN-028,-8769211.34,INR,TAX - 2024-07,TAX
2024-07-06,ACCT-JP-002,-18991311.66,JPY,AP_PAYMENT - 2024-07,AP_PAYMENT
2024-07-06,ACCT-MX-030,-1665211.26,MXN,SALARY - 2024-07,SALARY
2024-07-06,ACCT-IN-028,-2471880.06,INR,INTERCOMPANY - 2024-07,INTERCOMPANY
2024-07-06,ACCT-DE-013,-320834.26,EUR,AP_PAYMENT - 2024-07,AP_PAYMENT
2024-07-06,ACCT-AU-038,-82312.62,AUD,RENT - 2024-07,RENT
2024-07-06,ACCT-BR-020,-293211.35,BRL,AP_PAYMENT - 2024-07,AP_PAYMENT
2024-07-06,ACCT-DE-016,-189646.33,EUR,RENT - 2024-07,RENT
2024-07-06,ACCT-US-006,274021.49,USD,AR_RECEIPT - 2024-07,AR_RECEIPT
2024-07-06,ACCT-SG-035,-170040.21,SGD,AP_PAYMENT - 2024-07,AP_PAYMENT
2024-07-06,ACCT-DE-014,-363414.18,EUR,INTERCOMPANY - 2024-07,INTERCOMPANY
2024-07-06,ACCT-DE-013,105615.83,EUR,AR_RECEIPT - 2024-07,AR_RECEIPT
2024-07-07,ACCT-US-008,-39364.06,USD,INTERCOMPANY - 2024-07,INTERCOMPANY
2024-07-07,ACCT-CN-041,25527.54,CNY,AR_RECEIPT - 2024-07,AR_RECEIPT
2024-07-07,ACCT-JP-002,-35009544.34,JPY,AP_PAYMENT - 2024-07,AP_PAYMENT
2024-07-07,ACCT-GB-034,-176493.11,GBP,SALARY - 2024-07,SALARY
2024-07-07,ACCT-US-008,-356652.85,USD,INTERCOMPANY - 2024-07,INTERCOMPANY
2024-07-07,ACCT-IN-028,-5198049.05,INR,SALARY - 2024-07,SALARY
2024-07-07,ACCT-JP-004,-98796637.57,JPY,SALARY - 2024-07,SALARY
2024-07-07,ACCT-IN-026,9379670.24,INR,AR_RECEIPT - 2024-07,AR_RECEIPT
2024-07-07,ACCT-IN-027,-3728358.42,INR,AP_PAYMENT - 2024-07,AP_PAYMENT
2024-07-07,ACCT-CN-042,491913.9,CNY,AR_RECEIPT - 2024-07,AR_RECEIPT
2024-07-07,ACCT-MX-032,1217171.48,MXN,AR_RECEIPT - 2024-07,AR_RECEIPT
2024-07-07,ACCT-CN-042,-328587.03,CNY,AP_PAYMENT - 2024-07,AP_PAYMENT
2024-07-07,ACCT-DE-015,-333366.53,EUR,AP_PAYMENT - 2024-07,AP_PAYMENT
2024-07-07,ACCT-US-009,-202972.88,USD,SALARY - 2024-07,SALARY
2024-07-07,ACCT-MX-032,-4228246.82,MXN,TAX - 2024-07,TAX
2024-07-07,ACCT-DE-014,-264130.74,EUR,OTHER - 2024-07,OTHER
2024-07-07,ACCT-AU-037,-380012.01,AUD,INTERCOMPANY - 2024-07,INTERCOMPANY
2024-07-07,ACCT-DE-015,260674.93,EUR,AR_RECEIPT - 2024-07,AR_RECEIPT
2024-07-07,ACCT-MX-030,-2240893.28,MXN,INTERCOMPANY - 2024-07,INTERCOMPANY
2024-07-07,ACCT-DE-015,-354158.63,EUR,AP_PAYMENT - 2024-07,AP_PAYMENT
2024-07-07,ACCT-JP-003,33456221.14,JPY,AR_RECEIPT - 2024-07,AR_RECEIPT
2024-07-07,ACCT-IN-024,-18112086.34,INR,SALARY - 2024-07,SALARY
2024-07-07,ACCT-US-009,-88060.67,USD,INTERCOMPANY - 2024-07,INTERCOMPANY
2024-07-08,ACCT-AU-037,-334783.79,AUD,INTERCOMPANY - 2024-07,INTERCOMPANY
2024-07-08,ACCT-US-007,-317414.0,USD,AP_PAYMENT - 2024-07,AP_PAYMENT
2024-07-08,ACCT-MX-032,-3780760.41,MXN,INTERCOMPANY - 2024-07,INTERCOMPANY
2024-07-08,ACCT-DE-016,41271.68,EUR,INVESTMENT - 2024-07,INVESTMENT
2024-07-08,ACCT-MX-029,4964481.24,MXN,AR_RECEIPT - 2024-07,AR_RECEIPT
2024-07-08,ACCT-SG-036,-373937.64,SGD,TAX - 2024-07,TAX
2024-07-08,ACCT-US-012,-32132.2,USD,INTERCOMPANY - 2024-07,INTERCOMPANY
2024-07-08,ACCT-CN-042,-279097.07,CNY,INTERCOMPANY - 2024-07,INTERCOMPANY
2024-07-08,ACCT-CN-041,-22135.36,CNY,AP_PAYMENT - 2024-07,AP_PAYMENT
2024-07-08,ACCT-US-010,195304.19,USD,AR_RECEIPT - 2024-07,AR_RECEIPT
2024-07-08,ACCT-GB-033,-317998.84,GBP,TAX - 2024-07,TAX
2024-07-08,ACCT-AU-039,142658.0,AUD,AR_RECEIPT - 2024-07,AR_RECEIPT
2024-07-08,ACCT-AU-037,-185091.34,AUD,AP_PAYMENT - 2024-07,AP_PAYMENT
2024-07-08,ACCT-CN-040,-22620.63,CNY,AP_PAYMENT - 2024-07,AP_PAYMENT
2024-07-08,ACCT-US-009,-418096.03,USD,AP_PAYMENT - 2024-07,AP_PAYMENT
2024-07-08,ACCT-GB-033,-373781.41,GBP,AP_PAYMENT - 2024-07,AP_PAYMENT
2024-07-08,ACCT-US-008,-238690.51,USD,AP_PAYMENT - 2024-07,AP_PAYMENT
2024-07-08,ACCT-GB-034,-476528.1,GBP,INTERCOMPANY - 2024-07,INTERCOMPANY
2024-07-08,ACCT-AU-037,-82587.18,AUD,INTERCOMPANY - 2024-07,INTERCOMPANY
2024-07-08,ACCT-DE-015,200396.44,EUR,INVESTMENT - 2024-07,INVESTMENT
2024-07-08,ACCT-DE-015,-20904.09,EUR,INTERCOMPANY - 2024-07,INTERCOMPANY
2024-07-08,ACCT-MX-031,1842194.47,MXN,AR_RECEIPT - 2024-07,AR_RECEIPT
2024-07-08,ACCT-US-008,-22252.02,USD,OTHER - 2024-07,OTHER
2024-07-08,ACCT-CN-040,-465669.23,CNY,AP_PAYMENT - 2024-07,AP_PAYMENT
2024-07-08,ACCT-MX-029,-1760577.78,MXN,OTHER - 2024-07,OTHER
2024-07-08,ACCT-DE-016,-133018.88,EUR,AP_PAYMENT - 2024-07,AP_PAYMENT
2024-07-08,ACCT-BR-021,-1953553.73,BRL,SALARY - 2024-07,SALARY
2024-07-09,ACCT-JP-002,17505537.37,JPY,AR_RECEIPT - 2024-07,AR_RECEIPT
2024-07-09,ACCT-BR-020,1700560.36,BRL,INVESTMENT - 2024-07,INVESTMENT
2024-07-09,ACCT-BR-020,663299.12,BRL,AR_RECEIPT - 2024-07,AR_RECEIPT
2024-07-09,ACCT-CN-042,12904.34,CNY,AR_RECEIPT - 2024-07,AR_RECEIPT
2024-07-09,ACCT-US-012,-312750.99,USD,INTERCOMPANY - 2024-07,INTERCOMPANY
2024-07-09,ACCT-DE-017,176235.43,EUR,AR_RECEIPT - 2024-07,AR_RECEIPT
2024-07-09,ACCT-DE-013,-38290.52,EUR,INTERCOMPANY - 2024-07,INTERCOMPANY
2024-07-09,ACCT-MX-032,-1227650.45,MXN,SALARY - 2024-07,SALARY
2024-07-09,ACCT-DE-013,-325016.44,EUR,AP_PAYMENT - 2024-07,AP_PAYMENT
2024-07-09,ACCT-GB-033,-126424.75,GBP,INTERCOMPANY - 2024-07,INTERCOMPANY
2024-07-09,ACCT-CN-041,306233.79,CNY,INVESTMENT - 2024-07,INVESTMENT
2024-07-09,ACCT-CN-042,326218.19,CNY,AR_RECEIPT - 2024-07,AR_RECEIPT
2024-07-09,ACCT-MX-030,4464022.47,MXN,AR_RECEIPT - 2024-07,AR_RECEIPT
2024-07-09,ACCT-MX-031,-1194283.87,MXN,AP_PAYMENT - 2024-07,AP_PAYMENT
2024-07-09,ACCT-JP-005,9189581.43,JPY,AR_RECEIPT - 2024-07,AR_RECEIPT
2024-07-09,ACCT-AU-037,-496325.04,AUD,AP_PAYMENT - 2024-07,AP_PAYMENT
2024-07-09,ACCT-MX-029,1978473.22,MXN,AR_RECEIPT - 2024-07,AR_RECEIPT
2024-07-09,ACCT-JP-001,-9496407.24,JPY,RENT - 2024-07,RENT
2024-07-09,ACCT-US-011,-443687.17,USD,TAX - 2024-07,TAX
2024-07-09,ACCT-DE-015,31982.51,EUR,AR_RECEIPT - 2024-07,AR_RECEIPT
2024-07-09,ACCT-CN-042,-441934.46,CNY,RENT - 2024-07,RENT
2024-07-09,ACCT-US-009,-221994.82,USD,INTERCOMPANY - 2024-07,INTERCOMPANY
2024-07-09,ACCT-IN-024,16266367.68,INR,AR_RECEIPT - 2024-07,AR_RECEIPT
2024-07-09,ACCT-JP-003,-11166002.46,JPY,RENT - 2024-07,RENT
2024-07-09,ACCT-SG-035,178341.58,SGD,AR_RECEIPT - 2024-07,AR_RECEIPT
2024-07-09,ACCT-GB-034,193115.32,GBP,AR_RECEIPT - 2024-07,AR_RECEIPT
2024-07-09,ACCT-IN-024,-2459091.12,INR,AP_PAYMENT - 2024-07,AP_PAYMENT
2024-07-09,ACCT-JP-003,39281590.74,JPY,AR_RECEIPT - 2024-07,AR_RECEIPT
2024-07-09,ACCT-IN-026,7247332.95,INR,AR_RECEIPT - 2024-07,AR_RECEIPT
2024-07-09,ACCT-DE-013,-232217.21,EUR,INTERCOMPANY - 2024-07,INTERCOMPANY
2024-07-09,ACCT-BR-022,279969.73,BRL,INVESTMENT - 2024-07,INVESTMENT
2024-07-09,ACCT-BR-022,-1089780.95,BRL,AP_PAYMENT - 2024-07,AP_PAYMENT
2024-07-09,ACCT-MX-029,-3422447.04,MXN,TAX - 2024-07,TAX
2024-07-09,ACCT-JP-002,-35322288.41,JPY,INTERCOMPANY - 2024-07,INTERCOMPANY
2024-07-10,ACCT-US-009,-153298.28,USD,INTERCOMPANY - 2024-07,INTERCOMPANY
2024-07-10,ACCT-SG-035,117785.3,SGD,AR_RECEIPT - 2024-07,AR_RECEIPT
2024-07-10,ACCT-AU-038,-116268.11,AUD,AP_PAYMENT - 2024-07,AP_PAYMENT
2024-07-10,ACCT-BR-019,-1978694.25,BRL,AP_PAYMENT - 2024-07,AP_PAYMENT
2024-07-10,ACCT-GB-033,-308682.0,GBP,AP_PAYMENT - 2024-07,AP_PAYMENT
2024-07-10,ACCT-DE-014,-234149.08,EUR,RENT - 2024-07,RENT
2024-07-10,ACCT-US-012,-16300.19,USD,AP_PAYMENT - 2024-07,AP_PAYMENT
2024-07-10,ACCT-CN-042,-193639.9,CNY,SALARY - 2024-07,SALARY
2024-07-10,ACCT-DE-014,-336722.79,EUR,SALARY - 2024-07,SALARY
2024-07-10,ACCT-BR-023,208809.69,BRL,AR_RECEIPT - 2024-07,AR_RECEIPT
2024-07-10,ACCT-BR-023,-1207548.67,BRL,SALARY - 2024-07,SALARY
2024-07-10,ACCT-BR-023,533783.71,BRL,AR_RECEIPT - 2024-07,AR_RECEIPT
2024-07-10,ACCT-BR-021,-347690.65,BRL,OTHER - 2024-07,OTHER
2024-07-10,ACCT-AU-038,-433638.06,AUD,SALARY - 2024-07,SALARY
2024-07-10,ACCT-JP-005,-37112819.27,JPY,TAX - 2024-07,TAX
2024-07-10,ACCT-JP-003,-4380510.43,JPY,AP_PAYMENT - 2024-07,AP_PAYMENT
2024-07-11,ACCT-BR-022,1580931.95,BRL,AR_RECEIPT - 2024-07,AR_RECEIPT
2024-07-11,ACCT-JP-004,26505506.15,JPY,AR_RECEIPT - 2024-07,AR_RECEIPT
2024-07-11,ACCT-US-012,-187179.23,USD,INTERCOMPANY - 2024-07,INTERCOMPANY
2024-07-11,ACCT-US-007,159636.93,USD,AR_RECEIPT - 2024-07,AR_RECEIPT
2024-07-11,ACCT-SG-035,363375.45,SGD,AR_RECEIPT - 2024-07,AR_RECEIPT
2024-07-11,ACCT-CN-040,-411368.5,CNY,AP_PAYMENT - 2024-07,AP_PAYMENT
2024-07-11,ACCT-CN-042,154323.51,CNY,AR_RECEIPT - 2024-07,AR_RECEIPT
2024-07-11,ACCT-BR-023,-1125157.22,BRL,RENT - 2024-07,RENT
2024-07-11,ACCT-SG-035,-239910.45,SGD,AP_PAYMENT - 2024-07,AP_PAYMENT
2024-07-11,ACCT-IN-024,14005458.97,INR,AR_RECEIPT - 2024-07,AR_RECEIPT
2024-07-11,ACCT-DE-015,259596.6,EUR,AR_RECEIPT - 2024-07,AR_RECEIPT
2024-07-11,ACCT-DE-016,-375878.85,EUR,INTERCOMPANY - 2024-07,INTERCOMPANY
2024-07-11,ACCT-MX-029,-1471702.62,MXN,RENT - 2024-07,RENT
2024-07-12,ACCT-JP-001,-43920718.09,JPY,AP_PAYMENT - 2024-07,AP_PAYMENT
2024-07-12,ACCT-US-007,-167408.03,USD,INTERCOMPANY - 2024-07,INTERCOMPANY
2024-07-12,ACCT-GB-033,324805.56,GBP,AR_RECEIPT - 2024-07,AR_RECEIPT
2024-07-12,ACCT-AU-037,-272721.91,AUD,AP_PAYMENT - 2024-07,AP_PAYMENT
2024-07-12,ACCT-DE-013,-20988.32,EUR,INTERCOMPANY - 2024-07,INTERCOMPANY
2024-07-12,ACCT-IN-028,10095991.06,INR,AR_RECEIPT - 2024-07,AR_RECEIPT
2024-07-12,ACCT-BR-019,-1562468.57,BRL,INTERCOMPANY - 2024-07,INTERCOMPANY
2024-07-12,ACCT-GB-034,-443778.66,GBP,SALARY - 2024-07,SALARY
2024-07-12,ACCT-IN-027,-10617904.94,INR,AP_PAYMENT - 2024-07,AP_PAYMENT
2024-07-12,ACCT-CN-041,-50932.97,CNY,INTERCOMPANY - 2024-07,INTERCOMPANY
2024-07-12,ACCT-DE-017,20659.11,EUR,AR_RECEIPT - 2024-07,AR_RECEIPT
2024-07-12,ACCT-IN-028,-14732138.32,INR,AP_PAYMENT - 2024-07,AP_PAYMENT
2024-07-12,ACCT-DE-016,-259936.21,EUR,AP_PAYMENT - 2024-07,AP_PAYMENT
2024-07-12,ACCT-BR-020,1159522.4,BRL,AR_RECEIPT - 2024-07,AR_RECEIPT
2024-07-12,ACCT-AU-038,189504.86,AUD,AR_RECEIPT - 2024-07,AR_RECEIPT
2024-07-12,ACCT-MX-031,-2669205.4,MXN,AP_PAYMENT - 2024-07,AP_PAYMENT
2024-07-12,ACCT-SG-035,289929.01,SGD,INVESTMENT - 2024-07,INVESTMENT
2024-07-12,ACCT-AU-039,-492207.61,AUD,SALARY - 2024-07,SALARY
2024-07-12,ACCT-MX-029,2047940.27,MXN,AR_RECEIPT - 2024-07,AR_RECEIPT
2024-07-12,ACCT-IN-024,912726.23,INR,AR_RECEIPT - 2024-07,AR_RECEIPT
2024-07-12,ACCT-US-010,-385449.18,USD,INTERCOMPANY - 2024-07,INTERCOMPANY
2024-07-12,ACCT-AU-038,-192358.94,AUD,SALARY - 2024-07,SALARY
2024-07-12,ACCT-DE-015,-220070.64,EUR,INTERCOMPANY - 2024-07,INTERCOMPANY
2024-07-12,ACCT-MX-031,-206275.4,MXN,AP_PAYMENT - 2024-07,AP_PAYMENT
2024-07-12,ACCT-CN-041,-69358.61,CNY,RENT - 2024-07,RENT
2024-07-12,ACCT-IN-028,-2060573.89,INR,AP_PAYMENT - 2024-07,AP_PAYMENT
2024-07-12,ACCT-JP-001,-84397346.71,JPY,SALARY - 2024-07,SALARY
2024-07-13,ACCT-JP-002,-38636379.54,JPY,AP_PAYMENT - 2024-07,AP_PAYMENT
2024-07-13,ACCT-US-009,-398202.84,USD,AP_PAYMENT - 2024-07,AP_PAYMENT
2024-07-13,ACCT-CN-041,-255250.93,CNY,AP_PAYMENT - 2024-07,AP_PAYMENT
2024-07-13,ACCT-US-010,162490.63,USD,AR_RECEIPT - 2024-07,AR_RECEIPT
2024-07-13,ACCT-SG-036,-380954.91,SGD,SALARY - 2024-07,SALARY
2024-07-13,ACCT-BR-021,1786142.57,BRL,AR_RECEIPT - 2024-07,AR_RECEIPT
2024-07-13,ACCT-DE-018,-573530.84,EUR,SALARY - 2024-07,SALARY
2024-07-13,ACCT-AU-037,-145830.05,AUD,SALARY - 2024-07,SALARY
2024-07-13,ACCT-BR-023,664056.23,BRL,AR_RECEIPT - 2024-07,AR_RECEIPT
2024-07-13,ACCT-AU-037,-21586.93,AUD,AP_PAYMENT - 2024-07,AP_PAYMENT
2024-07-13,ACCT-MX-031,-2271554.2,MXN,AP_PAYMENT - 2024-07,AP_PAYMENT
2024-07-13,ACCT-SG-035,249567.23,SGD,AR_RECEIPT - 2024-07,AR_RECEIPT
2024-07-13,ACCT-SG-035,-490991.66,SGD,INTERCOMPANY - 2024-07,INTERCOMPANY
2024-07-13,ACCT-US-008,479275.01,USD,AR_RECEIPT - 2024-07,AR_RECEIPT
2024-07-13,ACCT-BR-019,-1749905.44,BRL,AP_PAYMENT - 2024-07,AP_PAYMENT
2024-07-13,ACCT-IN-024,-532639.18,INR,AP_PAYMENT - 2024-07,AP_PAYMENT
2024-07-13,ACCT-BR-022,-391967.21,BRL,AP_PAYMENT - 2024-07,AP_PAYMENT
2024-07-13,ACCT-MX-030,-975733.08,MXN,AP_PAYMENT - 2024-07,AP_PAYMENT
2024-07-13,ACCT-BR-020,-347520.19,BRL,SALARY - 2024-07,SALARY
2024-07-13,ACCT-AU-039,-82902.07,AUD,SALARY - 2024-07,SALARY
2024-07-13,ACCT-SG-035,228914.17,SGD,AR_RECEIPT - 2024-07,AR_RECEIPT
2024-07-13,ACCT-SG-036,-473294.76,SGD,AP_PAYMENT - 2024-07,AP_PAYMENT
2024-07-13,ACCT-DE-017,-210972.96,EUR,TAX - 2024-07,TAX
2024-07-13,ACCT-AU-037,15878.37,AUD,AR_RECEIPT - 2024-07,AR_RECEIPT
2024-07-13,ACCT-GB-034,73344.36,GBP,INVESTMENT - 2024-07,INVESTMENT
2024-07-13,ACCT-IN-025,-1711299.07,INR,TAX - 2024-07,TAX
2024-07-13,ACCT-BR-020,-1505970.29,BRL,RENT - 2024-07,RENT
2024-07-13,ACCT-JP-002,13298373.11,JPY,AR_RECEIPT - 2024-07,AR_RECEIPT
2024-07-14,ACCT-CN-041,258503.78,CNY,AR_RECEIPT - 2024-07,AR_RECEIPT
2024-07-14,ACCT-DE-014,-296730.42,EUR,OTHER - 2024-07,OTHER
2024-07-14,ACCT-CN-042,-437184.91,CNY,INTERCOMPANY - 2024-07,INTERCOMPANY
2024-07-14,ACCT-US-011,-345932.66,USD,RENT - 2024-07,RENT
2024-07-14,ACCT-DE-018,136874.77,EUR,AR_RECEIPT - 2024-07,AR_RECEIPT
2024-07-14,ACCT-JP-002,-38541697.98,JPY,AP_PAYMENT - 2024-07,AP_PAYMENT
2024-07-14,ACCT-IN-025,-3157633.64,INR,OTHER - 2024-07,OTHER
2024-07-14,ACCT-AU-037,-311629.4,AUD,AP_PAYMENT - 2024-07,AP_PAYMENT
2024-07-14,ACCT-SG-035,208181.35,SGD,AR_RECEIPT - 2024-07,AR_RECEIPT
2024-07-14,ACCT-BR-019,-1767206.72,BRL,AP_PAYMENT - 2024-07,AP_PAYMENT
2024-07-14,ACCT-BR-021,-894385.33,BRL,AP_PAYMENT - 2024-07,AP_PAYMENT
2024-07-14,ACCT-JP-003,35560025.48,JPY,AR_RECEIPT - 2024-07,AR_RECEIPT
2024-07-14,ACCT-GB-033,235803.8,GBP,AR_RECEIPT - 2024-07,AR_RECEIPT
2024-07-14,ACCT-US-011,-213750.04,USD,AP_PAYMENT - 2024-07,AP_PAYMENT
2024-07-14,ACCT-AU-039,414032.35,AUD,INVESTMENT - 2024-07,INVESTMENT
2024-07-14,ACCT-IN-024,13373167.13,INR,INVESTMENT - 2024-07,INVESTMENT
2024-07-14,ACCT-JP-002,-46188942.59,JPY,AP_PAYMENT - 2024-07,AP_PAYMENT
2024-07-14,ACCT-GB-033,298559.42,GBP,AR_RECEIPT - 2024-07,AR_RECEIPT
2024-07-14,ACCT-JP-003,-88805881.52,JPY,SALARY - 2024-07,SALARY
2024-07-14,ACCT-DE-018,-253434.76,EUR,AP_PAYMENT - 2024-07,AP_PAYMENT
2024-07-14,ACCT-GB-034,316116.95,GBP,AR_RECEIPT - 2024-07,AR_RECEIPT
2024-07-14,ACCT-DE-016,354886.08,EUR,AR_RECEIPT - 2024-07,AR_RECEIPT
2024-07-14,ACCT-SG-035,-309910.96,SGD,AP_PAYMENT - 2024-07,AP_PAYMENT
2024-07-14,ACCT-MX-031,-4183091.44,MXN,AP_PAYMENT - 2024-07,AP_PAYMENT
2024-07-14,ACCT-DE-015,311339.71,EUR,AR_RECEIPT - 2024-07,AR_RECEIPT
2024-07-14,ACCT-SG-035,-431408.36,SGD,INTERCOMPANY - 2024-07,INTERCOMPANY
2024-07-14,ACCT-MX-032,-2519995.24,MXN,AP_PAYMENT - 2024-07,AP_PAYMENT
2024-07-14,ACCT-DE-014,-124684.49,EUR,AP_PAYMENT - 2024-07,AP_PAYMENT
2024-07-14,ACCT-US-011,-378394.93,USD,INTERCOMPANY - 2024-07,INTERCOMPANY
2024-07-15,ACCT-BR-019,-1565769.36,BRL,INTERCOMPANY - 2024-07,INTERCOMPANY
2024-07-15,ACCT-BR-023,-1224766.9,BRL,AP_PAYMENT - 2024-07,AP_PAYMENT
2024-07-15,ACCT-MX-031,2029534.36,MXN,INVESTMENT - 2024-07,INVESTMENT
2024-07-15,ACCT-CN-040,-328647.39,CNY,TAX - 2024-07,TAX
2024-07-15,ACCT-DE-017,-208395.91,EUR,AP_PAYMENT - 2024-07,AP_PAYMENT
2024-07-15,ACCT-MX-029,-3744741.37,MXN,AP_PAYMENT - 2024-07,AP_PAYMENT
2024-07-15,ACCT-AU-037,-165500.47,AUD,AP_PAYMENT - 2024-07,AP_PAYMENT
2024-07-15,ACCT-GB-034,-478889.01,GBP,RENT - 2024-07,RENT
2024-07-15,ACCT-SG-035,-277703.31,SGD,AP_PAYMENT - 2024-07,AP_PAYMENT
2024-07-15,ACCT-DE-018,-133406.14,EUR,AP_PAYMENT - 2024-07,AP_PAYMENT
2024-07-15,ACCT-US-011,-233557.62,USD,RENT - 2024-07,RENT
2024-07-15,ACCT-AU-038,-41271.86,AUD,AP_PAYMENT - 2024-07,AP_PAYMENT
2024-07-15,ACCT-JP-003,48893724.44,JPY,AR_RECEIPT - 2024-07,AR_RECEIPT
2024-07-15,ACCT-MX-031,-2569986.31,MXN,INTERCOMPANY - 2024-07,INTERCOMPANY
2024-07-15,ACCT-BR-023,231563.1,BRL,AR_RECEIPT - 2024-07,AR_RECEIPT
2024-07-15,ACCT-CN-040,-41437.7,CNY,OTHER - 2024-07,OTHER
2024-07-15,ACCT-IN-027,-5762300.75,INR,OTHER - 2024-07,OTHER
2024-07-15,ACCT-CN-040,-251951.85,CNY,SALARY - 2024-07,SALARY
2024-07-15,ACCT-JP-003,33722504.78,JPY,AR_RECEIPT - 2024-07,AR_RECEIPT
2024-07-15,ACCT-US-008,-437787.44,USD,AP_PAYMENT - 2024-07,AP_PAYMENT
2024-07-16,ACCT-CN-042,325211.09,CNY,AR_RECEIPT - 2024-07,AR_RECEIPT
2024-07-16,ACCT-BR-020,-720488.59,BRL,INTERCOMPANY - 2024-07,INTERCOMPANY
2024-07-16,ACCT-GB-033,-254003.37,GBP,AP_PAYMENT - 2024-07,AP_PAYMENT
2024-07-16,ACCT-BR-019,1967659.47,BRL,AR_RECEIPT - 2024-07,AR_RECEIPT
2024-07-16,ACCT-US-009,-450356.49,USD,SALARY - 2024-07,SALARY
2024-07-16,ACCT-BR-023,-97619.2,BRL,TAX - 2024-07,TAX
2024-07-16,ACCT-MX-030,2477632.16,MXN,AR_RECEIPT - 2024-07,AR_RECEIPT
2024-07-16,ACCT-BR-019,-657939.9,BRL,OTHER - 2024-07,OTHER
2024-07-16,ACCT-BR-020,-1567275.94,BRL,OTHER - 2024-07,OTHER
2024-07-16,ACCT-US-007,-826910.64,USD,SALARY - 2024-07,SALARY
2024-07-16,ACCT-BR-022,-351494.4,BRL,SALARY - 2024-07,SALARY
2024-07-16,ACCT-US-006,431581.37,USD,AR_RECEIPT - 2024-07,AR_RECEIPT
2024-07-16,ACCT-IN-025,-8404364.66,INR,OTHER - 2024-07,OTHER
2024-07-16,ACCT-DE-018,-769811.92,EUR,SALARY - 2024-07,SALARY
2024-07-16,ACCT-BR-023,-199345.09,BRL,RENT - 2024-07,RENT
2024-07-16,ACCT-MX-030,-3633525.32,MXN,AP_PAYMENT - 2024-07,AP_PAYMENT
2024-07-16,ACCT-DE-014,290118.32,EUR,INVESTMENT - 2024-07,INVESTMENT
2024-07-16,ACCT-SG-035,-422613.2,SGD,TAX - 2024-07,TAX
2024-07-16,ACCT-DE-013,-381901.18,EUR,SALARY - 2024-07,SALARY
2024-07-16,ACCT-GB-034,-106014.0,GBP,AP_PAYMENT - 2024-07,AP_PAYMENT
2024-07-16,ACCT-IN-025,8113822.1,INR,AR_RECEIPT - 2024-07,AR_RECEIPT
2024-07-17,ACCT-CN-042,-306948.23,CNY,AP_PAYMENT - 2024-07,AP_PAYMENT
2024-07-17,ACCT-MX-029,1310901.01,MXN,AR_RECEIPT - 2024-07,AR_RECEIPT
2024-07-17,ACCT-IN-028,9560486.05,INR,AR_RECEIPT - 2024-07,AR_RECEIPT
2024-07-17,ACCT-GB-033,139097.58,GBP,AR_RECEIPT - 2024-07,AR_RECEIPT
2024-07-17,ACCT-JP-001,-45541273.85,JPY,AP_PAYMENT - 2024-07,AP_PAYMENT
2024-07-17,ACCT-US-006,-190750.75,USD,AP_PAYMENT - 2024-07,AP_PAYMENT
2024-07-17,ACCT-AU-039,-328957.32,AUD,AP_PAYMENT - 2024-07,AP_PAYMENT
2024-07-17,ACCT-AU-039,106009.35,AUD,AR_RECEIPT - 2024-07,AR_RECEIPT
2024-07-17,ACCT-US-009,-373987.48,USD,SALARY - 2024-07,SALARY
2024-07-17,ACCT-DE-015,-230613.09,EUR,AP_PAYMENT - 2024-07,AP_PAYMENT
2024-07-17,ACCT-CN-040,-300497.0,CNY,INTERCOMPANY - 2024-07,INTERCOMPANY
2024-07-17,ACCT-BR-022,-1435879.36,BRL,AP_PAYMENT - 2024-07,AP_PAYMENT
2024-07-17,ACCT-AU-038,396149.62,AUD,AR_RECEIPT - 2024-07,AR_RECEIPT
2024-07-17,ACCT-DE-018,-41011.67,EUR,INTERCOMPANY - 2024-07,INTERCOMPANY
2024-07-17,ACCT-AU-037,-460278.98,AUD,SALARY - 2024-07,SALARY
2024-07-17,ACCT-US-012,341434.52,USD,AR_RECEIPT - 2024-07,AR_RECEIPT
2024-07-17,ACCT-CN-041,-226445.69,CNY,SALARY - 2024-07,SALARY
2024-07-17,ACCT-GB-034,-213906.98,GBP,TAX - 2024-07,TAX
2024-07-17,ACCT-US-010,-28946.13,USD,RENT - 2024-07,RENT
2024-07-17,ACCT-US-006,-388184.68,USD,AP_PAYMENT - 2024-07,AP_PAYMENT
2024-07-17,ACCT-US-012,-62232.75,USD,INTERCOMPANY - 2024-07,INTERCOMPANY
2024-07-17,ACCT-DE-014,156171.34,EUR,AR_RECEIPT - 2024-07,AR_RECEIPT
